Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-March-2016,860.00,872.75,852.00,867.50,865.026944205387232468,124331,5046,107549665.00,22581,18.16,20.75,7.50
29-February-2016,879.75,879.75,834.45,855.05,859.696771829124770301,193732,7973,166550775.00,29803,15.38,45.30,-24.70
26-February-2016,882.00,890.85,868.85,871.05,878.332394299751650329,296759,5642,260653043.00,180268,60.75,22.00,-10.95
25-February-2016,853.00,879.45,853.00,874.85,870.037517184394788765,140389,6437,122143697.00,28139,20.04,26.45,21.85
24-February-2016,870.95,870.95,850.00,854.50,857.464627166465135026,124050,4150,106368487.00,23717,19.12,20.95,-16.45
23-February-2016,883.00,898.00,866.00,871.10,885.773422762523579962,515268,8414,456410700.00,382029,74.14,32.00,-11.90
22-February-2016,873.70,885.75,868.60,882.40,879.349714285714285714,154000,5188,135419856.00,48897,31.75,17.15,8.70
19-February-2016,869.90,869.90,857.05,863.75,863.872113496309338389,88602,3490,76540797.00,19654,22.18,12.85,-6.15
18-February-2016,865.10,876.20,858.00,869.05,866.955934438220630979,207804,8844,180156911.00,53423,25.71,18.20,3.95
17-February-2016,830.00,860.15,828.00,854.55,841.075073218832325194,203841,7622,171445584.00,49542,24.30,32.15,24.55
16-February-2016,852.50,856.70,821.20,827.35,834.361112866804185316,174037,7702,145209705.00,29206,16.78,35.50,-25.15
15-February-2016,853.00,867.10,845.35,848.95,857.432758672353346584,200234,7171,171687191.00,45498,22.72,21.75,-4.05
12-February-2016,840.00,884.25,803.55,848.35,849.091612734586397014,619761,18780,526233867.00,61540,9.93,80.70,8.35
11-February-2016,851.00,858.45,828.00,830.95,845.328263421177654193,143132,5055,120993525.00,44582,31.15,30.45,-20.05
10-February-2016,855.00,866.00,838.35,856.60,856.919404000483388012,223423,7339,191455504.00,59263,26.53,27.65,1.60
9-February-2016,831.00,860.50,829.50,854.25,851.438396254023997658,239190,7894,203655550.00,75431,31.54,31.00,23.25
8-February-2016,853.00,864.70,831.00,836.10,847.787253441259534345,134907,4955,114372435.00,31321,23.22,33.70,-16.90
5-February-2016,835.00,861.15,835.00,856.80,849.908494863437970533,262335,7062,222960745.00,88265,33.65,26.15,21.80
4-February-2016,840.00,846.30,818.35,832.55,833.506400470898717965,309196,7408,257716845.00,141559,45.78,27.95,-7.45
3-February-2016,839.05,854.95,830.05,836.35,843.560455653245286485,185053,6319,156103393.00,38718,20.92,24.90,-2.70
2-February-2016,878.10,883.45,829.60,834.35,851.917068016512679378,203480,6453,173348085.00,49714,24.43,53.85,-43.75
1-February-2016,877.00,889.00,856.15,870.20,873.846561498644318461,162280,6328,141807820.00,42364,26.11,32.85,-6.80
29-January-2016,838.50,880.00,838.50,873.00,861.717219731778715885,321451,11124,276999862.00,128398,39.94,41.50,34.50
28-January-2016,816.05,837.60,816.05,834.60,830.702288994401530720,183443,7119,152386520.00,76748,41.84,21.55,18.55
27-January-2016,817.00,823.00,810.00,821.30,818.747600678797558610,280496,10178,229655427.00,118879,42.38,13.00,4.30
25-January-2016,795.00,814.95,795.00,807.80,807.753828204754265713,219424,9274,177240576.00,82520,37.61,19.95,12.80
22-January-2016,775.00,794.00,774.25,790.05,785.547529031530685106,133045,4242,104513171.00,33194,24.95,19.75,15.05
21-January-2016,799.00,803.40,762.45,773.25,782.679764785997588964,217334,6544,170102924.00,56633,26.06,40.95,-25.75
20-January-2016,785.00,803.05,776.25,793.85,791.657817189313848435,257567,7984,203904929.00,77183,29.97,26.80,8.85
19-January-2016,786.00,797.00,782.70,794.15,791.117665629369052451,133038,3801,105248712.00,47217,35.49,14.30,8.15
18-January-2016,789.95,797.25,775.15,786.20,788.198195168432262765,249774,6385,196871416.00,67059,26.85,22.10,-3.75
15-January-2016,798.90,800.00,780.60,785.90,788.886507869034461720,199961,5956,157746535.00,65399,32.71,19.40,-13.00
14-January-2016,792.00,795.00,786.10,790.95,790.909228942818062162,232486,7278,183875323.00,67269,28.93,8.90,-1.05
13-January-2016,795.00,804.45,781.80,796.60,794.536836465356005298,304223,8691,241716380.00,84932,27.92,22.65,1.60
