coalindia,0.44723
ibulhsgfin,0.02273
wipro,0.08609
ltfh,0.0
tcs,0.0
sunpharma,0.01573
biocon,0.0
pvr,0.0
axisbank,0.0
hdfcbank,0.0
tatamotors,0.0
cipla,0.0
itc,0.03618
spicejet,0.0
reliance,0.0
infy,0.0
bhel,0.39204
dabur,0.0
sbi,0.0
bajfinance,0.0
